state,state_code,sport,is_paralympic,athlete_count,data_source
Ohio,OH,Canoe,False,2,wikipedia_categories_v1
Ohio,OH,Ice Hockey,False,2,wikipedia_categories_v1
Ohio,OH,Modern Pentathlon,False,2,wikipedia_categories_v1
Ohio,OH,Para Football,True,2,wikipedia_categories_v1
Ohio,OH,Para Ice Hockey,True,2,wikipedia_categories_v1
Ohio,OH,Para Judo,True,2,wikipedia_categories_v1
Ohio,OH,Para Swimming,True,2,wikipedia_categories_v1
Ohio,OH,Para Table Tennis,True,2,wikipedia_categories_v1
Ohio,OH,Rugby Sevens,False,2,wikipedia_categories_v1
Ohio,OH,Weightlifting,False,2,wikipedia_categories_v1
Ohio,OH,Baseball,False,1,wikipedia_categories_v1
Ohio,OH,Basketball,False,1,wikipedia_categories_v1
Ohio,OH,Bobsleigh,False,1,wikipedia_categories_v1
Ohio,OH,Cross-Country Skiing,False,1,wikipedia_categories_v1
Ohio,OH,Curling,False,1,wikipedia_categories_v1
Ohio,OH,Goalball,True,1,wikipedia_categories_v1
Ohio,OH,Golf,False,1,wikipedia_categories_v1
Ohio,OH,Handball,False,1,wikipedia_categories_v1
Ohio,OH,Judo,False,1,wikipedia_categories_v1
Ohio,OH,Luge,False,1,wikipedia_categories_v1
Ohio,OH,Para Alpine Skiing,True,1,wikipedia_categories_v1
Ohio,OH,Para Canoe,True,1,wikipedia_categories_v1
Ohio,OH,Para Rowing,True,1,wikipedia_categories_v1
Ohio,OH,Para Sailing,True,1,wikipedia_categories_v1
Ohio,OH,Roque,False,1,wikipedia_categories_v1
Ohio,OH,Short Track Speed Skating,False,1,wikipedia_categories_v1
Ohio,OH,Snowboarding,False,1,wikipedia_categories_v1
Ohio,OH,Soccer,False,1,wikipedia_categories_v1
Ohio,OH,Speed Skating,False,1,wikipedia_categories_v1
Ohio,OH,Table Tennis,False,1,wikipedia_categories_v1
Ohio,OH,Volleyball,False,1,wikipedia_categories_v1
Ohio,OH,Wheelchair Basketball,True,1,wikipedia_categories_v1
Ohio,OH,Wheelchair Rugby,True,1,wikipedia_categories_v1
Ohio,OH,Wheelchair Tennis,True,1,wikipedia_categories_v1
Oklahoma,OK,Wrestling,False,11,wikipedia_categories_v1
Oklahoma,OK,Athletics,False,10,wikipedia_categories_v1
Oklahoma,OK,Handball,False,3,wikipedia_categories_v1
Oklahoma,OK,Para Athletics,True,3,wikipedia_categories_v1
Oklahoma,OK,Boxing,False,2,wikipedia_categories_v1
Oklahoma,OK,Figure Skating,False,2,wikipedia_categories_v1
Oklahoma,OK,Gymnastics,False,2,wikipedia_categories_v1
Oklahoma,OK,Shooting,False,2,wikipedia_categories_v1
Oklahoma,OK,Sitting Volleyball,True,2,wikipedia_categories_v1
Oklahoma,OK,Weightlifting,False,2,wikipedia_categories_v1
Oklahoma,OK,Artistic Swimming,False,1,wikipedia_categories_v1
Oklahoma,OK,Baseball,False,1,wikipedia_categories_v1
Oklahoma,OK,Fencing,False,1,wikipedia_categories_v1
Oklahoma,OK,Freestyle Skiing,False,1,wikipedia_categories_v1
Oklahoma,OK,Ice Hockey,False,1,wikipedia_categories_v1
Oklahoma,OK,Luge,False,1,wikipedia_categories_v1
Oklahoma,OK,Modern Pentathlon,False,1,wikipedia_categories_v1
Oklahoma,OK,Para Canoe,True,1,wikipedia_categories_v1
Oklahoma,OK,Para Powerlifting,True,1,wikipedia_categories_v1
Oklahoma,OK,Rowing,False,1,wikipedia_categories_v1
Oklahoma,OK,Soccer,False,1,wikipedia_categories_v1
Oklahoma,OK,Volleyball,False,1,wikipedia_categories_v1
Oklahoma,OK,Water Polo,False,1,wikipedia_categories_v1
Oregon,OR,Athletics,False,23,wikipedia_categories_v1
Oregon,OR,Rowing,False,6,wikipedia_categories_v1
Oregon,OR,Swimming,False,6,wikipedia_categories_v1
Oregon,OR,Alpine Skiing,False,4,wikipedia_categories_v1
Oregon,OR,Wrestling,False,4,wikipedia_categories_v1
Oregon,OR,Cross-Country Skiing,False,3,wikipedia_categories_v1
Oregon,OR,Para Athletics,True,3,wikipedia_categories_v1
Oregon,OR,Snowboarding,False,3,wikipedia_categories_v1
Oregon,OR,Baseball,False,2,wikipedia_categories_v1
Oregon,OR,Fencing,False,2,wikipedia_categories_v1
Oregon,OR,Freestyle Skiing,False,2,wikipedia_categories_v1
Oregon,OR,Modern Pentathlon,False,2,wikipedia_categories_v1
Oregon,OR,Para Cycling,True,2,wikipedia_categories_v1
Oregon,OR,Shooting,False,2,wikipedia_categories_v1
Oregon,OR,Weightlifting,False,2,wikipedia_categories_v1
Oregon,OR,Boxing,False,1,wikipedia_categories_v1
Oregon,OR,Canoe,False,1,wikipedia_categories_v1
Oregon,OR,Equestrian,False,1,wikipedia_categories_v1
Oregon,OR,Figure Skating,False,1,wikipedia_categories_v1
Oregon,OR,Goalball,True,1,wikipedia_categories_v1
Oregon,OR,Gymnastics,False,1,wikipedia_categories_v1
Oregon,OR,Handball,False,1,wikipedia_categories_v1
Oregon,OR,Luge,False,1,wikipedia_categories_v1
Oregon,OR,Nordic Combined,False,1,wikipedia_categories_v1
Oregon,OR,Para Ice Hockey,True,1,wikipedia_categories_v1
Oregon,OR,Sitting Volleyball,True,1,wikipedia_categories_v1
Oregon,OR,Table Tennis,False,1,wikipedia_categories_v1
Oregon,OR,Wheelchair Basketball,True,1,wikipedia_categories_v1
Pennsylvania,PA,Rowing,False,41,wikipedia_categories_v1
Pennsylvania,PA,Athletics,False,39,wikipedia_categories_v1
Pennsylvania,PA,Field Hockey,False,25,wikipedia_categories_v1
Pennsylvania,PA,Soccer,False,23,wikipedia_categories_v1
Pennsylvania,PA,Swimming,False,17,wikipedia_categories_v1
Pennsylvania,PA,Fencing,False,14,wikipedia_categories_v1
Pennsylvania,PA,Gymnastics,False,14,wikipedia_categories_v1
Pennsylvania,PA,Figure Skating,False,9,wikipedia_categories_v1
Pennsylvania,PA,Shooting,False,8,wikipedia_categories_v1
Pennsylvania,PA,Weightlifting,False,8,wikipedia_categories_v1
Pennsylvania,PA,Wrestling,False,7,wikipedia_categories_v1
Pennsylvania,PA,Boxing,False,6,wikipedia_categories_v1
Pennsylvania,PA,Para Swimming,True,6,wikipedia_categories_v1
Pennsylvania,PA,Sailing,False,6,wikipedia_categories_v1
Pennsylvania,PA,Cycling,False,5,wikipedia_categories_v1
Pennsylvania,PA,Diving,False,5,wikipedia_categories_v1
Pennsylvania,PA,Para Athletics,True,5,wikipedia_categories_v1
Pennsylvania,PA,Baseball,False,4,wikipedia_categories_v1
Pennsylvania,PA,Bobsleigh,False,4,wikipedia_categories_v1
Pennsylvania,PA,Ice Hockey,False,4,wikipedia_categories_v1
Pennsylvania,PA,Wheelchair Basketball,True,4,wikipedia_categories_v1
Pennsylvania,PA,Equestrian,False,3,wikipedia_categories_v1
Pennsylvania,PA,Handball,False,3,wikipedia_categories_v1
Pennsylvania,PA,Luge,False,3,wikipedia_categories_v1
Pennsylvania,PA,Modern Pentathlon,False,3,wikipedia_categories_v1
Pennsylvania,PA,Para Ice Hockey,True,3,wikipedia_categories_v1
Pennsylvania,PA,Tennis,False,3,wikipedia_categories_v1
Pennsylvania,PA,Canoe,False,2,wikipedia_categories_v1
Pennsylvania,PA,Para Alpine Skiing,True,2,wikipedia_categories_v1
Pennsylvania,PA,Para Archery,True,2,wikipedia_categories_v1
Pennsylvania,PA,Para Cycling,True,2,wikipedia_categories_v1
Pennsylvania,PA,Volleyball,False,2,wikipedia_categories_v1
Pennsylvania,PA,Alpine Skiing,False,1,wikipedia_categories_v1
Pennsylvania,PA,Archery,False,1,wikipedia_categories_v1
Pennsylvania,PA,Biathlon,False,1,wikipedia_categories_v1
Pennsylvania,PA,Curling,False,1,wikipedia_categories_v1
Pennsylvania,PA,Freestyle Skiing,False,1,wikipedia_categories_v1
Pennsylvania,PA,Golf,False,1,wikipedia_categories_v1
Pennsylvania,PA,Judo,False,1,wikipedia_categories_v1
Pennsylvania,PA,Para Snowboarding,True,1,wikipedia_categories_v1
Pennsylvania,PA,Para Table Tennis,True,1,wikipedia_categories_v1
Pennsylvania,PA,Para Triathlon,True,1,wikipedia_categories_v1
Pennsylvania,PA,Polo,False,1,wikipedia_categories_v1
Pennsylvania,PA,Rugby Sevens,False,1,wikipedia_categories_v1
Pennsylvania,PA,Short Track Speed Skating,False,1,wikipedia_categories_v1
Pennsylvania,PA,Skeleton,False,1,wikipedia_categories_v1
Pennsylvania,PA,Triathlon,False,1,wikipedia_categories_v1
Pennsylvania,PA,Water Polo,False,1,wikipedia_categories_v1
Pennsylvania,PA,Wheelchair Rugby,True,1,wikipedia_categories_v1
Pennsylvania,PA,Wheelchair racer,False,1,wikipedia_categories_v1
Puerto Rico,PR,Boxing,False,2,wikipedia_categories_v1
Puerto Rico,PR,Baseball,False,1,wikipedia_categories_v1
Puerto Rico,PR,Diving,False,1,wikipedia_categories_v1
Puerto Rico,PR,Freestyle Skiing,False,1,wikipedia_categories_v1
Puerto Rico,PR,Rowing,False,1,wikipedia_categories_v1
Puerto Rico,PR,Swimming,False,1,wikipedia_categories_v1
Rhode Island,RI,Ice Hockey,False,8,wikipedia_categories_v1
Rhode Island,RI,Athletics,False,7,wikipedia_categories_v1
Rhode Island,RI,Swimming,False,4,wikipedia_categories_v1
Rhode Island,RI,Boxing,False,2,wikipedia_categories_v1
Rhode Island,RI,Rowing,False,2,wikipedia_categories_v1
Rhode Island,RI,Biathlon,False,1,wikipedia_categories_v1
Rhode Island,RI,Cross-Country Skiing,False,1,wikipedia_categories_v1
Rhode Island,RI,Figure Skating,False,1,wikipedia_categories_v1
Rhode Island,RI,Judo,False,1,wikipedia_categories_v1
Rhode Island,RI,Para Swimming,True,1,wikipedia_categories_v1
Rhode Island,RI,Shooting,False,1,wikipedia_categories_v1
Rhode Island,RI,Soccer,False,1,wikipedia_categories_v1
Rhode Island,RI,Tennis,False,1,wikipedia_categories_v1
South Carolina,SC,Athletics,False,9,wikipedia_categories_v1
South Carolina,SC,Para Athletics,True,3,wikipedia_categories_v1
South Carolina,SC,Shooting,False,2,wikipedia_categories_v1
South Carolina,SC,Boxing,False,1,wikipedia_categories_v1
South Carolina,SC,Diving,False,1,wikipedia_categories_v1
South Carolina,SC,Equestrian,False,1,wikipedia_categories_v1
South Carolina,SC,Gymnastics,False,1,wikipedia_categories_v1
South Carolina,SC,Handball,False,1,wikipedia_categories_v1
South Carolina,SC,Modern Pentathlon,False,1,wikipedia_categories_v1
South Carolina,SC,Polo,False,1,wikipedia_categories_v1
South Carolina,SC,Rowing,False,1,wikipedia_categories_v1
South Carolina,SC,Sailing,False,1,wikipedia_categories_v1
South Carolina,SC,Weightlifting,False,1,wikipedia_categories_v1
South Carolina,SC,Wheelchair Curling,True,1,wikipedia_categories_v1
South Carolina,SC,Wrestling,False,1,wikipedia_categories_v1
South Dakota,SD,Athletics,False,5,wikipedia_categories_v1
South Dakota,SD,Shooting,False,2,wikipedia_categories_v1
South Dakota,SD,Wrestling,False,2,wikipedia_categories_v1
South Dakota,SD,Baseball,False,1,wikipedia_categories_v1
South Dakota,SD,Beach Volleyball,False,1,wikipedia_categories_v1
South Dakota,SD,Rowing,False,1,wikipedia_categories_v1
Tennessee,TN,Athletics,False,11,wikipedia_categories_v1
Tennessee,TN,Shooting,False,3,wikipedia_categories_v1
Tennessee,TN,Swimming,False,3,wikipedia_categories_v1
Tennessee,TN,Gymnastics,False,2,wikipedia_categories_v1
Tennessee,TN,Tennis,False,2,wikipedia_categories_v1
Tennessee,TN,Weightlifting,False,2,wikipedia_categories_v1
Tennessee,TN,Boxing,False,1,wikipedia_categories_v1
Tennessee,TN,Breaking,False,1,wikipedia_categories_v1
Tennessee,TN,Diving,False,1,wikipedia_categories_v1
Tennessee,TN,Equestrian,False,1,wikipedia_categories_v1
Tennessee,TN,Para Alpine Skiing,True,1,wikipedia_categories_v1
Tennessee,TN,Para Athletics,True,1,wikipedia_categories_v1
Tennessee,TN,Para Football,True,1,wikipedia_categories_v1
Tennessee,TN,Sailing,False,1,wikipedia_categories_v1
Tennessee,TN,Speed Skating,False,1,wikipedia_categories_v1
Tennessee,TN,Volleyball,False,1,wikipedia_categories_v1
Texas,TX,Athletics,False,61,wikipedia_categories_v1
Texas,TX,Shooting,False,14,wikipedia_categories_v1
Texas,TX,Boxing,False,11,wikipedia_categories_v1
Texas,TX,Gymnastics,False,7,wikipedia_categories_v1
Texas,TX,Swimming,False,7,wikipedia_categories_v1
Texas,TX,Figure Skating,False,5,wikipedia_categories_v1
Texas,TX,Cycling,False,4,wikipedia_categories_v1
Texas,TX,Diving,False,4,wikipedia_categories_v1
Texas,TX,Para Athletics,True,4,wikipedia_categories_v1
Texas,TX,Rowing,False,4,wikipedia_categories_v1
Texas,TX,Sitting Volleyball,True,4,wikipedia_categories_v1
Texas,TX,Weightlifting,False,4,wikipedia_categories_v1
Texas,TX,Baseball,False,3,wikipedia_categories_v1
Texas,TX,Fencing,False,3,wikipedia_categories_v1
Texas,TX,Handball,False,3,wikipedia_categories_v1
Texas,TX,Judo,False,3,wikipedia_categories_v1
Texas,TX,Rugby Sevens,False,3,wikipedia_categories_v1
Texas,TX,Softball,False,3,wikipedia_categories_v1
Texas,TX,Water Polo,False,3,wikipedia_categories_v1
Texas,TX,Wheelchair Basketball,True,3,wikipedia_categories_v1
Texas,TX,Wheelchair Tennis,True,3,wikipedia_categories_v1
Texas,TX,Bobsleigh,False,2,wikipedia_categories_v1
Texas,TX,Equestrian,False,2,wikipedia_categories_v1
Texas,TX,Para Archery,True,2,wikipedia_categories_v1
Texas,TX,Para Cycling,True,2,wikipedia_categories_v1
Texas,TX,Para Equestrian,True,2,wikipedia_categories_v1
Texas,TX,Para Ice Hockey,True,2,wikipedia_categories_v1
Texas,TX,Para Judo,True,2,wikipedia_categories_v1
Texas,TX,Para Swimming,True,2,wikipedia_categories_v1
Texas,TX,Soccer,False,2,wikipedia_categories_v1
Texas,TX,Wrestling,False,2,wikipedia_categories_v1
Texas,TX,Archery,False,1,wikipedia_categories_v1
Texas,TX,Breaking,False,1,wikipedia_categories_v1
Texas,TX,Field Hockey,False,1,wikipedia_categories_v1
Texas,TX,Golf,False,1,wikipedia_categories_v1
Texas,TX,Karate,False,1,wikipedia_categories_v1
Texas,TX,Luge,False,1,wikipedia_categories_v1
Texas,TX,Modern Pentathlon,False,1,wikipedia_categories_v1
Texas,TX,Nordic Combined,False,1,wikipedia_categories_v1
Texas,TX,Para Alpine Skiing,True,1,wikipedia_categories_v1
Texas,TX,Polo,False,1,wikipedia_categories_v1
Texas,TX,Rugby Union,False,1,wikipedia_categories_v1
Texas,TX,Sailing,False,1,wikipedia_categories_v1
Texas,TX,Speed Skating,False,1,wikipedia_categories_v1
Texas,TX,Sport Climbing,False,1,wikipedia_categories_v1
Texas,TX,Table Tennis,False,1,wikipedia_categories_v1
Texas,TX,Taekwondo,False,1,wikipedia_categories_v1
Texas,TX,Tennis,False,1,wikipedia_categories_v1
Texas,TX,Triathlon,False,1,wikipedia_categories_v1
Texas,TX,Volleyball,False,1,wikipedia_categories_v1
Texas,TX,Wheelchair Curling,True,1,wikipedia_categories_v1
Texas,TX,Wheelchair Fencing,True,1,wikipedia_categories_v1
U.S. Virgin Islands,VI,Boxing,False,3,wikipedia_categories_v1
U.S. Virgin Islands,VI,Sailing,False,2,wikipedia_categories_v1
Utah,UT,Athletics,False,13,wikipedia_categories_v1
Utah,UT,Alpine Skiing,False,7,wikipedia_categories_v1
Utah,UT,Ski Jumping,False,6,wikipedia_categories_v1
Utah,UT,Freestyle Skiing,False,5,wikipedia_categories_v1
Utah,UT,Cross-Country Skiing,False,4,wikipedia_categories_v1
Utah,UT,Cycling,False,3,wikipedia_categories_v1
Utah,UT,Luge,False,3,wikipedia_categories_v1
Utah,UT,Rowing,False,3,wikipedia_categories_v1
Utah,UT,Water Polo,False,3,wikipedia_categories_v1
Utah,UT,Bobsleigh,False,2,wikipedia_categories_v1
Utah,UT,Diving,False,2,wikipedia_categories_v1
Utah,UT,Beach Volleyball,False,1,wikipedia_categories_v1
Utah,UT,Biathlon,False,1,wikipedia_categories_v1
Utah,UT,Boxing,False,1,wikipedia_categories_v1
Utah,UT,Figure Skating,False,1,wikipedia_categories_v1
Utah,UT,Gymnastics,False,1,wikipedia_categories_v1
Utah,UT,Para Alpine Skiing,True,1,wikipedia_categories_v1
Utah,UT,Para Archery,True,1,wikipedia_categories_v1
Utah,UT,Para Athletics,True,1,wikipedia_categories_v1
Utah,UT,Shooting,False,1,wikipedia_categories_v1
Utah,UT,Skeleton,False,1,wikipedia_categories_v1
Utah,UT,Snowboarding,False,1,wikipedia_categories_v1
Utah,UT,Soccer,False,1,wikipedia_categories_v1
Utah,UT,Sport Climbing,False,1,wikipedia_categories_v1
Utah,UT,Wheelchair Basketball,True,1,wikipedia_categories_v1
Vermont,VT,Cross-Country Skiing,False,18,wikipedia_categories_v1
Vermont,VT,Biathlon,False,6,wikipedia_categories_v1
Vermont,VT,Alpine Skiing,False,5,wikipedia_categories_v1
Vermont,VT,Athletics,False,5,wikipedia_categories_v1
Vermont,VT,Rowing,False,3,wikipedia_categories_v1
Vermont,VT,Nordic Combined,False,2,wikipedia_categories_v1
Vermont,VT,Ski Jumping,False,2,wikipedia_categories_v1
Vermont,VT,Canoe,False,1,wikipedia_categories_v1
Vermont,VT,Freestyle Skiing,False,1,wikipedia_categories_v1
Vermont,VT,Para Cycling,True,1,wikipedia_categories_v1
Vermont,VT,Snowboarding,False,1,wikipedia_categories_v1
Vermont,VT,Weightlifting,False,1,wikipedia_categories_v1
Virginia,VA,Athletics,False,13,wikipedia_categories_v1
Virginia,VA,Ice Hockey,False,5,wikipedia_categories_v1
Virginia,VA,Field Hockey,False,4,wikipedia_categories_v1
Virginia,VA,Para Athletics,True,4,wikipedia_categories_v1
Virginia,VA,Rowing,False,4,wikipedia_categories_v1
Virginia,VA,Swimming,False,4,wikipedia_categories_v1
Virginia,VA,Boxing,False,3,wikipedia_categories_v1
Virginia,VA,Fencing,False,3,wikipedia_categories_v1
Virginia,VA,Para Swimming,True,3,wikipedia_categories_v1
Virginia,VA,Shooting,False,3,wikipedia_categories_v1
Virginia,VA,Soccer,False,3,wikipedia_categories_v1
Virginia,VA,Modern Pentathlon,False,2,wikipedia_categories_v1
Virginia,VA,Sailing,False,2,wikipedia_categories_v1
Virginia,VA,Weightlifting,False,2,wikipedia_categories_v1
Virginia,VA,Wrestling,False,2,wikipedia_categories_v1
Virginia,VA,Alpine Skiing,False,1,wikipedia_categories_v1
Virginia,VA,Baseball,False,1,wikipedia_categories_v1
Virginia,VA,Canoe,False,1,wikipedia_categories_v1
Virginia,VA,Curling,False,1,wikipedia_categories_v1
Virginia,VA,Cycling,False,1,wikipedia_categories_v1
Virginia,VA,Equestrian,False,1,wikipedia_categories_v1
Virginia,VA,Figure Skating,False,1,wikipedia_categories_v1
Virginia,VA,Judo,False,1,wikipedia_categories_v1
Virginia,VA,Para Alpine Skiing,True,1,wikipedia_categories_v1
Virginia,VA,Para Football,True,1,wikipedia_categories_v1
Virginia,VA,Para Ice Hockey,True,1,wikipedia_categories_v1
Virginia,VA,Rugby Sevens,False,1,wikipedia_categories_v1
Virginia,VA,Short Track Speed Skating,False,1,wikipedia_categories_v1
Virginia,VA,Speed Skating,False,1,wikipedia_categories_v1
Washington,WA,Rowing,False,37,wikipedia_categories_v1
Washington,WA,Athletics,False,32,wikipedia_categories_v1
Washington,WA,Shooting,False,14,wikipedia_categories_v1
Washington,WA,Swimming,False,9,wikipedia_categories_v1
Washington,WA,Boxing,False,8,wikipedia_categories_v1
Washington,WA,Figure Skating,False,7,wikipedia_categories_v1
Washington,WA,Soccer,False,6,wikipedia_categories_v1
Washington,WA,Cycling,False,5,wikipedia_categories_v1
Washington,WA,Sailing,False,5,wikipedia_categories_v1
Washington,WA,Alpine Skiing,False,4,wikipedia_categories_v1
Washington,WA,Cross-Country Skiing,False,4,wikipedia_categories_v1
Washington,WA,Modern Pentathlon,False,4,wikipedia_categories_v1
Washington,WA,Biathlon,False,3,wikipedia_categories_v1
Washington,WA,Canoe,False,3,wikipedia_categories_v1
Washington,WA,Fencing,False,3,wikipedia_categories_v1
Washington,WA,Handball,False,3,wikipedia_categories_v1
Washington,WA,Speed Skating,False,3,wikipedia_categories_v1
Washington,WA,Wheelchair Basketball,True,3,wikipedia_categories_v1
Washington,WA,Wrestling,False,3,wikipedia_categories_v1
Washington,WA,Artistic Swimming,False,2,wikipedia_categories_v1
Washington,WA,Diving,False,2,wikipedia_categories_v1
Washington,WA,Freestyle Skiing,False,2,wikipedia_categories_v1
Washington,WA,Gymnastics,False,2,wikipedia_categories_v1
Washington,WA,Judo,False,2,wikipedia_categories_v1
Washington,WA,Luge,False,2,wikipedia_categories_v1
Washington,WA,Para Shooting,True,2,wikipedia_categories_v1
Washington,WA,Para Swimming,True,2,wikipedia_categories_v1
Washington,WA,Wheelchair Rugby,True,2,wikipedia_categories_v1
Washington,WA,Archery,False,1,wikipedia_categories_v1
Washington,WA,Baseball,False,1,wikipedia_categories_v1
Washington,WA,Bobsleigh,False,1,wikipedia_categories_v1
Washington,WA,Curling,False,1,wikipedia_categories_v1
Washington,WA,Equestrian,False,1,wikipedia_categories_v1
Washington,WA,Ice Hockey,False,1,wikipedia_categories_v1
Washington,WA,Para Athletics,True,1,wikipedia_categories_v1
Washington,WA,Para Equestrian,True,1,wikipedia_categories_v1
Washington,WA,Rugby Sevens,False,1,wikipedia_categories_v1
Washington,WA,Short Track Speed Skating,False,1,wikipedia_categories_v1
Washington,WA,Sitting Volleyball,True,1,wikipedia_categories_v1
Washington,WA,Snowboarding,False,1,wikipedia_categories_v1
Washington,WA,Tennis,False,1,wikipedia_categories_v1
Washington,WA,Triathlon,False,1,wikipedia_categories_v1
Washington,WA,Weightlifting,False,1,wikipedia_categories_v1
West Virginia,WV,Shooting,False,2,wikipedia_categories_v1
West Virginia,WV,Archery,False,1,wikipedia_categories_v1
West Virginia,WV,Equestrian,False,1,wikipedia_categories_v1
West Virginia,WV,Gymnastics,False,1,wikipedia_categories_v1
West Virginia,WV,Handball,False,1,wikipedia_categories_v1
West Virginia,WV,Para Football,True,1,wikipedia_categories_v1
West Virginia,WV,Skeleton,False,1,wikipedia_categories_v1
West Virginia,WV,Swimming,False,1,wikipedia_categories_v1
Wisconsin,WI,Speed Skating,False,17,wikipedia_categories_v1
Wisconsin,WI,Curling,False,14,wikipedia_categories_v1
Wisconsin,WI,Rowing,False,13,wikipedia_categories_v1
Wisconsin,WI,Athletics,False,12,wikipedia_categories_v1
Wisconsin,WI,Cycling,False,9,wikipedia_categories_v1
Wisconsin,WI,Gymnastics,False,8,wikipedia_categories_v1
Wisconsin,WI,Wheelchair Basketball,True,7,wikipedia_categories_v1
Wisconsin,WI,Handball,False,6,wikipedia_categories_v1
Wisconsin,WI,Wrestling,False,6,wikipedia_categories_v1
Wisconsin,WI,Cross-Country Skiing,False,5,wikipedia_categories_v1
Wisconsin,WI,Shooting,False,5,wikipedia_categories_v1
Wisconsin,WI,Biathlon,False,3,wikipedia_categories_v1
Wisconsin,WI,Ice Hockey,False,3,wikipedia_categories_v1
Wisconsin,WI,Nordic Combined,False,3,wikipedia_categories_v1
Wisconsin,WI,Sailing,False,3,wikipedia_categories_v1
Wisconsin,WI,Ski Jumping,False,3,wikipedia_categories_v1
Wisconsin,WI,Alpine Skiing,False,2,wikipedia_categories_v1
Wisconsin,WI,Para Ice Hockey,True,2,wikipedia_categories_v1
Wisconsin,WI,Swimming,False,2,wikipedia_categories_v1
Wisconsin,WI,Volleyball,False,2,wikipedia_categories_v1
Wisconsin,WI,Wheelchair Curling,True,2,wikipedia_categories_v1
Wisconsin,WI,Wheelchair Tennis,True,2,wikipedia_categories_v1
Wisconsin,WI,Beach Volleyball,False,1,wikipedia_categories_v1
Wisconsin,WI,Bobsleigh,False,1,wikipedia_categories_v1
Wisconsin,WI,Fencing,False,1,wikipedia_categories_v1
Wisconsin,WI,Freestyle Skiing,False,1,wikipedia_categories_v1
Wisconsin,WI,Golf,False,1,wikipedia_categories_v1
Wisconsin,WI,Judo,False,1,wikipedia_categories_v1
Wisconsin,WI,Luge,False,1,wikipedia_categories_v1
Wisconsin,WI,Modern Pentathlon,False,1,wikipedia_categories_v1
Wisconsin,WI,Para Archery,True,1,wikipedia_categories_v1
Wisconsin,WI,Para Athletics,True,1,wikipedia_categories_v1
Wisconsin,WI,Para Canoe,True,1,wikipedia_categories_v1
Wisconsin,WI,Para Swimming,True,1,wikipedia_categories_v1
Wisconsin,WI,Para Triathlon,True,1,wikipedia_categories_v1
Wisconsin,WI,Short Track Speed Skating,False,1,wikipedia_categories_v1
Wisconsin,WI,Sitting Volleyball,True,1,wikipedia_categories_v1
Wisconsin,WI,Snowboarding,False,1,wikipedia_categories_v1
Wisconsin,WI,Soccer,False,1,wikipedia_categories_v1
Wisconsin,WI,Tennis,False,1,wikipedia_categories_v1
Wisconsin,WI,Triathlon,False,1,wikipedia_categories_v1
Wisconsin,WI,Weightlifting,False,1,wikipedia_categories_v1
Wyoming,WY,Alpine Skiing,False,4,wikipedia_categories_v1
Wyoming,WY,Biathlon,False,2,wikipedia_categories_v1
Wyoming,WY,Rowing,False,2,wikipedia_categories_v1
Wyoming,WY,Athletics,False,1,wikipedia_categories_v1
Wyoming,WY,Para Shooting,True,1,wikipedia_categories_v1
Wyoming,WY,Ski Mountaineering,False,1,wikipedia_categories_v1
Wyoming,WY,Wrestling,False,1,wikipedia_categories_v1
