state,state_code,sport,is_paralympic,athlete_count,data_source
Maryland,MD,Triathlon,False,2,wikipedia_categories_v1
Maryland,MD,Wheelchair Basketball,True,2,wikipedia_categories_v1
Maryland,MD,Alpine Skiing,False,1,wikipedia_categories_v1
Maryland,MD,Baseball,False,1,wikipedia_categories_v1
Maryland,MD,Gymnastics,False,1,wikipedia_categories_v1
Maryland,MD,Luge,False,1,wikipedia_categories_v1
Maryland,MD,Para Ice Hockey,True,1,wikipedia_categories_v1
Maryland,MD,Rugby Sevens,False,1,wikipedia_categories_v1
Maryland,MD,Skateboarding,False,1,wikipedia_categories_v1
Maryland,MD,Speed Skating,False,1,wikipedia_categories_v1
Maryland,MD,Tennis,False,1,wikipedia_categories_v1
Maryland,MD,Tug of War,False,1,wikipedia_categories_v1
Maryland,MD,Water Polo,False,1,wikipedia_categories_v1
Maryland,MD,Weightlifting,False,1,wikipedia_categories_v1
Massachusetts,MA,Ice Hockey,False,56,wikipedia_categories_v1
Massachusetts,MA,Rowing,False,37,wikipedia_categories_v1
Massachusetts,MA,Athletics,False,36,wikipedia_categories_v1
Massachusetts,MA,Shooting,False,14,wikipedia_categories_v1
Massachusetts,MA,Figure Skating,False,13,wikipedia_categories_v1
Massachusetts,MA,Fencing,False,11,wikipedia_categories_v1
Massachusetts,MA,Alpine Skiing,False,8,wikipedia_categories_v1
Massachusetts,MA,Field Hockey,False,8,wikipedia_categories_v1
Massachusetts,MA,Swimming,False,8,wikipedia_categories_v1
Massachusetts,MA,Luge,False,7,wikipedia_categories_v1
Massachusetts,MA,Sailing,False,7,wikipedia_categories_v1
Massachusetts,MA,Soccer,False,6,wikipedia_categories_v1
Massachusetts,MA,Freestyle Skiing,False,5,wikipedia_categories_v1
Massachusetts,MA,Para Ice Hockey,True,5,wikipedia_categories_v1
Massachusetts,MA,Baseball,False,4,wikipedia_categories_v1
Massachusetts,MA,Cycling,False,4,wikipedia_categories_v1
Massachusetts,MA,Bobsleigh,False,3,wikipedia_categories_v1
Massachusetts,MA,Boxing,False,3,wikipedia_categories_v1
Massachusetts,MA,Gymnastics,False,3,wikipedia_categories_v1
Massachusetts,MA,Para Rowing,True,3,wikipedia_categories_v1
Massachusetts,MA,Snowboarding,False,3,wikipedia_categories_v1
Massachusetts,MA,Speed Skating,False,3,wikipedia_categories_v1
Massachusetts,MA,Archery,False,2,wikipedia_categories_v1
Massachusetts,MA,Artistic Swimming,False,2,wikipedia_categories_v1
Massachusetts,MA,Biathlon,False,2,wikipedia_categories_v1
Massachusetts,MA,Cross-Country Skiing,False,2,wikipedia_categories_v1
Massachusetts,MA,Golf,False,2,wikipedia_categories_v1
Massachusetts,MA,Modern Pentathlon,False,2,wikipedia_categories_v1
Massachusetts,MA,Para Alpine Skiing,True,2,wikipedia_categories_v1
Massachusetts,MA,Para Swimming,True,2,wikipedia_categories_v1
Massachusetts,MA,Short Track Speed Skating,False,2,wikipedia_categories_v1
Massachusetts,MA,Tug of War,False,2,wikipedia_categories_v1
Massachusetts,MA,Water Polo,False,2,wikipedia_categories_v1
Massachusetts,MA,Wheelchair Curling,True,2,wikipedia_categories_v1
Massachusetts,MA,Badminton,False,1,wikipedia_categories_v1
Massachusetts,MA,Curling,False,1,wikipedia_categories_v1
Massachusetts,MA,Diving,False,1,wikipedia_categories_v1
Massachusetts,MA,Equestrian,False,1,wikipedia_categories_v1
Massachusetts,MA,Judo,False,1,wikipedia_categories_v1
Massachusetts,MA,Para Athletics,True,1,wikipedia_categories_v1
Massachusetts,MA,Para Cycling,True,1,wikipedia_categories_v1
Massachusetts,MA,Rugby Sevens,False,1,wikipedia_categories_v1
Massachusetts,MA,Weightlifting,False,1,wikipedia_categories_v1
Michigan,MI,Ice Hockey,False,22,wikipedia_categories_v1
Michigan,MI,Athletics,False,21,wikipedia_categories_v1
Michigan,MI,Rowing,False,21,wikipedia_categories_v1
Michigan,MI,Figure Skating,False,10,wikipedia_categories_v1
Michigan,MI,Boxing,False,9,wikipedia_categories_v1
Michigan,MI,Swimming,False,8,wikipedia_categories_v1
Michigan,MI,Fencing,False,5,wikipedia_categories_v1
Michigan,MI,Goalball,True,5,wikipedia_categories_v1
Michigan,MI,Speed Skating,False,5,wikipedia_categories_v1
Michigan,MI,Cycling,False,4,wikipedia_categories_v1
Michigan,MI,Para Athletics,True,4,wikipedia_categories_v1
Michigan,MI,Shooting,False,4,wikipedia_categories_v1
Michigan,MI,Soccer,False,4,wikipedia_categories_v1
Michigan,MI,Wheelchair Basketball,True,4,wikipedia_categories_v1
Michigan,MI,Diving,False,3,wikipedia_categories_v1
Michigan,MI,Handball,False,3,wikipedia_categories_v1
Michigan,MI,Snowboarding,False,3,wikipedia_categories_v1
Michigan,MI,Wrestling,False,3,wikipedia_categories_v1
Michigan,MI,Archery,False,2,wikipedia_categories_v1
Michigan,MI,Beach Volleyball,False,2,wikipedia_categories_v1
Michigan,MI,Cross-Country Skiing,False,2,wikipedia_categories_v1
Michigan,MI,Judo,False,2,wikipedia_categories_v1
Michigan,MI,Modern Pentathlon,False,2,wikipedia_categories_v1
Michigan,MI,Para Cycling,True,2,wikipedia_categories_v1
Michigan,MI,Para Triathlon,True,2,wikipedia_categories_v1
Michigan,MI,Sailing,False,2,wikipedia_categories_v1
Michigan,MI,Short Track Speed Skating,False,2,wikipedia_categories_v1
Michigan,MI,Wheelchair Tennis,True,2,wikipedia_categories_v1
Michigan,MI,Baseball,False,1,wikipedia_categories_v1
Michigan,MI,Bobsleigh,False,1,wikipedia_categories_v1
Michigan,MI,Equestrian,False,1,wikipedia_categories_v1
Michigan,MI,Field Hockey,False,1,wikipedia_categories_v1
Michigan,MI,Freestyle Skiing,False,1,wikipedia_categories_v1
Michigan,MI,Gymnastics,False,1,wikipedia_categories_v1
Michigan,MI,Nordic Combined,False,1,wikipedia_categories_v1
Michigan,MI,Para Alpine Skiing,True,1,wikipedia_categories_v1
Michigan,MI,Para Badminton,True,1,wikipedia_categories_v1
Michigan,MI,Para Football,True,1,wikipedia_categories_v1
Michigan,MI,Para Ice Hockey,True,1,wikipedia_categories_v1
Michigan,MI,Para Powerlifting,True,1,wikipedia_categories_v1
Michigan,MI,Para Rowing,True,1,wikipedia_categories_v1
Michigan,MI,Para Swimming,True,1,wikipedia_categories_v1
Michigan,MI,Para Taekwondo,True,1,wikipedia_categories_v1
Michigan,MI,Ski Jumping,False,1,wikipedia_categories_v1
Michigan,MI,Softball,False,1,wikipedia_categories_v1
Michigan,MI,Sport Climbing,False,1,wikipedia_categories_v1
Michigan,MI,Table Tennis,False,1,wikipedia_categories_v1
Michigan,MI,Tennis,False,1,wikipedia_categories_v1
Michigan,MI,Triathlon,False,1,wikipedia_categories_v1
Michigan,MI,Wheelchair Fencing,True,1,wikipedia_categories_v1
Minnesota,MN,Ice Hockey,False,73,wikipedia_categories_v1
Minnesota,MN,Athletics,False,21,wikipedia_categories_v1
Minnesota,MN,Curling,False,21,wikipedia_categories_v1
Minnesota,MN,Speed Skating,False,19,wikipedia_categories_v1
Minnesota,MN,Wrestling,False,11,wikipedia_categories_v1
Minnesota,MN,Biathlon,False,9,wikipedia_categories_v1
Minnesota,MN,Cross-Country Skiing,False,8,wikipedia_categories_v1
Minnesota,MN,Shooting,False,7,wikipedia_categories_v1
Minnesota,MN,Figure Skating,False,6,wikipedia_categories_v1
Minnesota,MN,Ski Jumping,False,6,wikipedia_categories_v1
Minnesota,MN,Swimming,False,6,wikipedia_categories_v1
Minnesota,MN,Gymnastics,False,5,wikipedia_categories_v1
Minnesota,MN,Rowing,False,5,wikipedia_categories_v1
Minnesota,MN,Alpine Skiing,False,4,wikipedia_categories_v1
Minnesota,MN,Diving,False,3,wikipedia_categories_v1
Minnesota,MN,Freestyle Skiing,False,3,wikipedia_categories_v1
Minnesota,MN,Handball,False,3,wikipedia_categories_v1
Minnesota,MN,Luge,False,3,wikipedia_categories_v1
Minnesota,MN,Para Athletics,True,3,wikipedia_categories_v1
Minnesota,MN,Para Cross-Country Skiing,True,3,wikipedia_categories_v1
Minnesota,MN,Para Swimming,True,3,wikipedia_categories_v1
Minnesota,MN,Sailing,False,3,wikipedia_categories_v1
Minnesota,MN,Wheelchair Basketball,True,3,wikipedia_categories_v1
Minnesota,MN,Boxing,False,2,wikipedia_categories_v1
Minnesota,MN,Para Biathlon,True,2,wikipedia_categories_v1
Minnesota,MN,Para Table Tennis,True,2,wikipedia_categories_v1
Minnesota,MN,Rugby Sevens,False,2,wikipedia_categories_v1
Minnesota,MN,Baseball,False,1,wikipedia_categories_v1
Minnesota,MN,Beach Volleyball,False,1,wikipedia_categories_v1
Minnesota,MN,Cycling,False,1,wikipedia_categories_v1
Minnesota,MN,Equestrian,False,1,wikipedia_categories_v1
Minnesota,MN,Field Hockey,False,1,wikipedia_categories_v1
Minnesota,MN,Para Archery,True,1,wikipedia_categories_v1
Minnesota,MN,Para Ice Hockey,True,1,wikipedia_categories_v1
Minnesota,MN,Para Judo,True,1,wikipedia_categories_v1
Minnesota,MN,Para Rowing,True,1,wikipedia_categories_v1
Minnesota,MN,Para Snowboarding,True,1,wikipedia_categories_v1
Minnesota,MN,Sitting Volleyball,True,1,wikipedia_categories_v1
Minnesota,MN,Soccer,False,1,wikipedia_categories_v1
Minnesota,MN,Sport Climbing,False,1,wikipedia_categories_v1
Minnesota,MN,Triathlon,False,1,wikipedia_categories_v1
Minnesota,MN,Volleyball,False,1,wikipedia_categories_v1
Minnesota,MN,Water Polo,False,1,wikipedia_categories_v1
Minnesota,MN,Wheelchair Rugby,True,1,wikipedia_categories_v1
Mississippi,MS,Athletics,False,13,wikipedia_categories_v1
Mississippi,MS,Boxing,False,3,wikipedia_categories_v1
Mississippi,MS,Shooting,False,3,wikipedia_categories_v1
Mississippi,MS,Handball,False,2,wikipedia_categories_v1
Mississippi,MS,Para Athletics,True,2,wikipedia_categories_v1
Mississippi,MS,Freestyle Skiing,False,1,wikipedia_categories_v1
Mississippi,MS,Modern Pentathlon,False,1,wikipedia_categories_v1
Mississippi,MS,Para Table Tennis,True,1,wikipedia_categories_v1
Mississippi,MS,Sailing,False,1,wikipedia_categories_v1
Mississippi,MS,Swimming,False,1,wikipedia_categories_v1
Mississippi,MS,Wheelchair Fencing,True,1,wikipedia_categories_v1
Missouri,MO,Athletics,False,29,wikipedia_categories_v1
Missouri,MO,Soccer,False,22,wikipedia_categories_v1
Missouri,MO,Cycling,False,8,wikipedia_categories_v1
Missouri,MO,Speed Skating,False,6,wikipedia_categories_v1
Missouri,MO,Boxing,False,5,wikipedia_categories_v1
Missouri,MO,Equestrian,False,5,wikipedia_categories_v1
Missouri,MO,Tennis,False,5,wikipedia_categories_v1
Missouri,MO,Water Polo,False,5,wikipedia_categories_v1
Missouri,MO,Fencing,False,3,wikipedia_categories_v1
Missouri,MO,Para Ice Hockey,True,3,wikipedia_categories_v1
Missouri,MO,Wrestling,False,3,wikipedia_categories_v1
Missouri,MO,Rowing,False,2,wikipedia_categories_v1
Missouri,MO,Shooting,False,2,wikipedia_categories_v1
Missouri,MO,Short Track Speed Skating,False,2,wikipedia_categories_v1
Missouri,MO,Wheelchair Rugby,True,2,wikipedia_categories_v1
Missouri,MO,Archery,False,1,wikipedia_categories_v1
Missouri,MO,Cross-Country Skiing,False,1,wikipedia_categories_v1
Missouri,MO,Diving,False,1,wikipedia_categories_v1
Missouri,MO,Figure Skating,False,1,wikipedia_categories_v1
Missouri,MO,Golf,False,1,wikipedia_categories_v1
Missouri,MO,Gymnastics,False,1,wikipedia_categories_v1
Missouri,MO,Handball,False,1,wikipedia_categories_v1
Missouri,MO,Ice Hockey,False,1,wikipedia_categories_v1
Missouri,MO,Nordic Combined,False,1,wikipedia_categories_v1
Missouri,MO,Para Athletics,True,1,wikipedia_categories_v1
Missouri,MO,Para Snowboarding,True,1,wikipedia_categories_v1
Missouri,MO,Para Swimming,True,1,wikipedia_categories_v1
Missouri,MO,Sailing,False,1,wikipedia_categories_v1
Missouri,MO,Ski Jumping,False,1,wikipedia_categories_v1
Missouri,MO,Swimming,False,1,wikipedia_categories_v1
Missouri,MO,Triathlon,False,1,wikipedia_categories_v1
Missouri,MO,Tug of War,False,1,wikipedia_categories_v1
Missouri,MO,Volleyball,False,1,wikipedia_categories_v1
Missouri,MO,Weightlifting,False,1,wikipedia_categories_v1
Missouri,MO,Wheelchair Basketball,True,1,wikipedia_categories_v1
Montana,MT,Athletics,False,7,wikipedia_categories_v1
Montana,MT,Freestyle Skiing,False,7,wikipedia_categories_v1
Montana,MT,Shooting,False,6,wikipedia_categories_v1
Montana,MT,Luge,False,4,wikipedia_categories_v1
Montana,MT,Cross-Country Skiing,False,3,wikipedia_categories_v1
Montana,MT,Alpine Skiing,False,1,wikipedia_categories_v1
Montana,MT,Artistic Swimming,False,1,wikipedia_categories_v1
Montana,MT,Biathlon,False,1,wikipedia_categories_v1
Montana,MT,Boxing,False,1,wikipedia_categories_v1
Montana,MT,Cycling,False,1,wikipedia_categories_v1
Montana,MT,Figure Skating,False,1,wikipedia_categories_v1
Montana,MT,Para Athletics,True,1,wikipedia_categories_v1
Montana,MT,Para Swimming,True,1,wikipedia_categories_v1
Montana,MT,Rugby Sevens,False,1,wikipedia_categories_v1
Montana,MT,Rugby Union,False,1,wikipedia_categories_v1
Montana,MT,Speed Skating,False,1,wikipedia_categories_v1
Montana,MT,Wrestling,False,1,wikipedia_categories_v1
Nebraska,NE,Athletics,False,10,wikipedia_categories_v1
Nebraska,NE,Shooting,False,5,wikipedia_categories_v1
Nebraska,NE,Para Athletics,True,3,wikipedia_categories_v1
Nebraska,NE,Sitting Volleyball,True,2,wikipedia_categories_v1
Nebraska,NE,Soccer,False,2,wikipedia_categories_v1
Nebraska,NE,Wrestling,False,2,wikipedia_categories_v1
Nebraska,NE,3x3 Basketball,False,1,wikipedia_categories_v1
Nebraska,NE,Baseball,False,1,wikipedia_categories_v1
Nebraska,NE,Boxing,False,1,wikipedia_categories_v1
Nebraska,NE,Canoe,False,1,wikipedia_categories_v1
Nebraska,NE,Diving,False,1,wikipedia_categories_v1
Nebraska,NE,Figure Skating,False,1,wikipedia_categories_v1
Nebraska,NE,Ice Hockey,False,1,wikipedia_categories_v1
Nebraska,NE,Modern Pentathlon,False,1,wikipedia_categories_v1
Nebraska,NE,Para Badminton,True,1,wikipedia_categories_v1
Nebraska,NE,Rowing,False,1,wikipedia_categories_v1
Nebraska,NE,Rugby Sevens,False,1,wikipedia_categories_v1
Nebraska,NE,Sailing,False,1,wikipedia_categories_v1
Nebraska,NE,Speed Skating,False,1,wikipedia_categories_v1
Nebraska,NE,Swimming,False,1,wikipedia_categories_v1
Nebraska,NE,Tennis,False,1,wikipedia_categories_v1
Nebraska,NE,Volleyball,False,1,wikipedia_categories_v1
Nebraska,NE,Water Polo,False,1,wikipedia_categories_v1
Nebraska,NE,Weightlifting,False,1,wikipedia_categories_v1
Nebraska,NE,Wheelchair Basketball,True,1,wikipedia_categories_v1
Nevada,NV,Athletics,False,4,wikipedia_categories_v1
Nevada,NV,Alpine Skiing,False,2,wikipedia_categories_v1
Nevada,NV,Freestyle Skiing,False,2,wikipedia_categories_v1
Nevada,NV,Shooting,False,2,wikipedia_categories_v1
Nevada,NV,Water Polo,False,2,wikipedia_categories_v1
Nevada,NV,Bobsleigh,False,1,wikipedia_categories_v1
Nevada,NV,Diving,False,1,wikipedia_categories_v1
Nevada,NV,Fencing,False,1,wikipedia_categories_v1
Nevada,NV,Gymnastics,False,1,wikipedia_categories_v1
Nevada,NV,Judo,False,1,wikipedia_categories_v1
Nevada,NV,Para Athletics,True,1,wikipedia_categories_v1
Nevada,NV,Para Swimming,True,1,wikipedia_categories_v1
Nevada,NV,Sitting Volleyball,True,1,wikipedia_categories_v1
Nevada,NV,Snowboarding,False,1,wikipedia_categories_v1
Nevada,NV,Soccer,False,1,wikipedia_categories_v1
Nevada,NV,Tennis,False,1,wikipedia_categories_v1
Nevada,NV,Wrestling,False,1,wikipedia_categories_v1
New Hampshire,NH,Alpine Skiing,False,8,wikipedia_categories_v1
New Hampshire,NH,Rowing,False,8,wikipedia_categories_v1
New Hampshire,NH,Cross-Country Skiing,False,7,wikipedia_categories_v1
New Hampshire,NH,Athletics,False,5,wikipedia_categories_v1
New Hampshire,NH,Biathlon,False,5,wikipedia_categories_v1
New Hampshire,NH,Nordic Combined,False,3,wikipedia_categories_v1
New Hampshire,NH,Soccer,False,3,wikipedia_categories_v1
New Hampshire,NH,Freestyle Skiing,False,2,wikipedia_categories_v1
New Hampshire,NH,Para Athletics,True,2,wikipedia_categories_v1
New Hampshire,NH,Ski Jumping,False,2,wikipedia_categories_v1
New Hampshire,NH,Snowboarding,False,2,wikipedia_categories_v1
New Hampshire,NH,Baseball,False,1,wikipedia_categories_v1
New Hampshire,NH,Bobsleigh,False,1,wikipedia_categories_v1
New Hampshire,NH,Cycling,False,1,wikipedia_categories_v1
New Hampshire,NH,Diving,False,1,wikipedia_categories_v1
New Hampshire,NH,Fencing,False,1,wikipedia_categories_v1
New Hampshire,NH,Ice Hockey,False,1,wikipedia_categories_v1
New Hampshire,NH,Modern Pentathlon,False,1,wikipedia_categories_v1
New Hampshire,NH,Para Alpine Skiing,True,1,wikipedia_categories_v1
New Hampshire,NH,Para Archery,True,1,wikipedia_categories_v1
New Hampshire,NH,Para Swimming,True,1,wikipedia_categories_v1
New Hampshire,NH,Swimming,False,1,wikipedia_categories_v1
New Hampshire,NH,Triathlon,False,1,wikipedia_categories_v1
New Hampshire,NH,Water Polo,False,1,wikipedia_categories_v1
New Hampshire,NH,Wrestling,False,1,wikipedia_categories_v1
New Jersey,NJ,Athletics,False,30,wikipedia_categories_v1
New Jersey,NJ,Rowing,False,29,wikipedia_categories_v1
New Jersey,NJ,Soccer,False,21,wikipedia_categories_v1
New Jersey,NJ,Fencing,False,20,wikipedia_categories_v1
New Jersey,NJ,Cycling,False,16,wikipedia_categories_v1
New Jersey,NJ,Gymnastics,False,14,wikipedia_categories_v1
New Jersey,NJ,Swimming,False,14,wikipedia_categories_v1
New Jersey,NJ,Sailing,False,6,wikipedia_categories_v1
New Jersey,NJ,Shooting,False,6,wikipedia_categories_v1
New Jersey,NJ,Wrestling,False,6,wikipedia_categories_v1
New Jersey,NJ,Baseball,False,5,wikipedia_categories_v1
New Jersey,NJ,Bobsleigh,False,5,wikipedia_categories_v1
New Jersey,NJ,Figure Skating,False,5,wikipedia_categories_v1
New Jersey,NJ,Handball,False,5,wikipedia_categories_v1
New Jersey,NJ,Boxing,False,4,wikipedia_categories_v1
New Jersey,NJ,Luge,False,4,wikipedia_categories_v1
New Jersey,NJ,Snowboarding,False,4,wikipedia_categories_v1
New Jersey,NJ,Field Hockey,False,3,wikipedia_categories_v1
New Jersey,NJ,Freestyle Skiing,False,3,wikipedia_categories_v1
New Jersey,NJ,Ice Hockey,False,3,wikipedia_categories_v1
New Jersey,NJ,Judo,False,3,wikipedia_categories_v1
New Jersey,NJ,Para Athletics,True,3,wikipedia_categories_v1
New Jersey,NJ,Weightlifting,False,3,wikipedia_categories_v1
New Jersey,NJ,Alpine Skiing,False,2,wikipedia_categories_v1
New Jersey,NJ,Diving,False,2,wikipedia_categories_v1
New Jersey,NJ,Goalball,True,2,wikipedia_categories_v1
New Jersey,NJ,Para Judo,True,2,wikipedia_categories_v1
New Jersey,NJ,Short Track Speed Skating,False,2,wikipedia_categories_v1
New Jersey,NJ,Tennis,False,2,wikipedia_categories_v1
New Jersey,NJ,Canoe,False,1,wikipedia_categories_v1
New Jersey,NJ,Cross-Country Skiing,False,1,wikipedia_categories_v1
New Jersey,NJ,Equestrian,False,1,wikipedia_categories_v1
New Jersey,NJ,Golf,False,1,wikipedia_categories_v1
New Jersey,NJ,Modern Pentathlon,False,1,wikipedia_categories_v1
New Jersey,NJ,Para Alpine Skiing,True,1,wikipedia_categories_v1
New Jersey,NJ,Para Ice Hockey,True,1,wikipedia_categories_v1
New Jersey,NJ,Para Sailing,True,1,wikipedia_categories_v1
New Jersey,NJ,Para Swimming,True,1,wikipedia_categories_v1
New Jersey,NJ,Para Table Tennis,True,1,wikipedia_categories_v1
New Jersey,NJ,Sitting Volleyball,True,1,wikipedia_categories_v1
New Jersey,NJ,Skeleton,False,1,wikipedia_categories_v1
New Jersey,NJ,Softball,False,1,wikipedia_categories_v1
New Jersey,NJ,Speed Skating,False,1,wikipedia_categories_v1
New Jersey,NJ,Table Tennis,False,1,wikipedia_categories_v1
New Jersey,NJ,Triathlon,False,1,wikipedia_categories_v1
New Jersey,NJ,Wheelchair Tennis,True,1,wikipedia_categories_v1
New Mexico,NM,Athletics,False,4,wikipedia_categories_v1
New Mexico,NM,Gymnastics,False,3,wikipedia_categories_v1
New Mexico,NM,Cycling,False,2,wikipedia_categories_v1
New Mexico,NM,Fencing,False,2,wikipedia_categories_v1
New Mexico,NM,Alpine Skiing,False,1,wikipedia_categories_v1
New Mexico,NM,Baseball,False,1,wikipedia_categories_v1
New Mexico,NM,Biathlon,False,1,wikipedia_categories_v1
New Mexico,NM,Cross-Country Skiing,False,1,wikipedia_categories_v1
New Mexico,NM,Diving,False,1,wikipedia_categories_v1
New Mexico,NM,Freestyle Skiing,False,1,wikipedia_categories_v1
New Mexico,NM,Golf,False,1,wikipedia_categories_v1
New Mexico,NM,Modern Pentathlon,False,1,wikipedia_categories_v1
New Mexico,NM,Para Alpine Skiing,True,1,wikipedia_categories_v1
New Mexico,NM,Para Ice Hockey,True,1,wikipedia_categories_v1
New Mexico,NM,Para Swimming,True,1,wikipedia_categories_v1
New Mexico,NM,Rowing,False,1,wikipedia_categories_v1
New Mexico,NM,Skateboarding,False,1,wikipedia_categories_v1
New Mexico,NM,Skeleton,False,1,wikipedia_categories_v1
New Mexico,NM,Ski Jumping,False,1,wikipedia_categories_v1
New Mexico,NM,Swimming,False,1,wikipedia_categories_v1
New York,NY,Athletics,False,55,wikipedia_categories_v1
New York,NY,Fencing,False,46,wikipedia_categories_v1
New York,NY,Rowing,False,45,wikipedia_categories_v1
New York,NY,Bobsleigh,False,32,wikipedia_categories_v1
New York,NY,Cycling,False,25,wikipedia_categories_v1
New York,NY,Shooting,False,18,wikipedia_categories_v1
New York,NY,Ice Hockey,False,15,wikipedia_categories_v1
New York,NY,Luge,False,15,wikipedia_categories_v1
New York,NY,Sailing,False,15,wikipedia_categories_v1
New York,NY,Speed Skating,False,14,wikipedia_categories_v1
New York,NY,Boxing,False,11,wikipedia_categories_v1
New York,NY,Handball,False,11,wikipedia_categories_v1
New York,NY,Tennis,False,10,wikipedia_categories_v1
New York,NY,Figure Skating,False,9,wikipedia_categories_v1
New York,NY,Swimming,False,9,wikipedia_categories_v1
New York,NY,Alpine Skiing,False,8,wikipedia_categories_v1
New York,NY,Biathlon,False,8,wikipedia_categories_v1
New York,NY,Wrestling,False,8,wikipedia_categories_v1
New York,NY,Cross-Country Skiing,False,7,wikipedia_categories_v1
New York,NY,Diving,False,7,wikipedia_categories_v1
New York,NY,Equestrian,False,7,wikipedia_categories_v1
New York,NY,Freestyle Skiing,False,7,wikipedia_categories_v1
New York,NY,Gymnastics,False,7,wikipedia_categories_v1
New York,NY,Nordic Combined,False,6,wikipedia_categories_v1
New York,NY,Soccer,False,6,wikipedia_categories_v1
New York,NY,Field Hockey,False,5,wikipedia_categories_v1
New York,NY,Judo,False,5,wikipedia_categories_v1
New York,NY,Para Ice Hockey,True,5,wikipedia_categories_v1
New York,NY,Para Athletics,True,4,wikipedia_categories_v1
New York,NY,Para Rowing,True,4,wikipedia_categories_v1
New York,NY,Snowboarding,False,4,wikipedia_categories_v1
New York,NY,Canoe,False,3,wikipedia_categories_v1
New York,NY,Para Cycling,True,3,wikipedia_categories_v1
New York,NY,Para Swimming,True,3,wikipedia_categories_v1
New York,NY,Short Track Speed Skating,False,3,wikipedia_categories_v1
New York,NY,Ski Jumping,False,3,wikipedia_categories_v1
New York,NY,Water Polo,False,3,wikipedia_categories_v1
New York,NY,Weightlifting,False,3,wikipedia_categories_v1
New York,NY,Artistic Swimming,False,2,wikipedia_categories_v1
New York,NY,Para Table Tennis,True,2,wikipedia_categories_v1
New York,NY,Rugby Sevens,False,2,wikipedia_categories_v1
New York,NY,Tug of War,False,2,wikipedia_categories_v1
New York,NY,Volleyball,False,2,wikipedia_categories_v1
New York,NY,Wheelchair Rugby,True,2,wikipedia_categories_v1
New York,NY,3x3 Basketball,False,1,wikipedia_categories_v1
New York,NY,Badminton,False,1,wikipedia_categories_v1
New York,NY,Curling,False,1,wikipedia_categories_v1
New York,NY,Karate,False,1,wikipedia_categories_v1
New York,NY,Para Shooting,True,1,wikipedia_categories_v1
New York,NY,Para Taekwondo,True,1,wikipedia_categories_v1
New York,NY,Real Tennis,False,1,wikipedia_categories_v1
New York,NY,Skeleton,False,1,wikipedia_categories_v1
New York,NY,Softball,False,1,wikipedia_categories_v1
New York,NY,Sport Climbing,False,1,wikipedia_categories_v1
New York,NY,Wheelchair Basketball,True,1,wikipedia_categories_v1
New York,NY,Wheelchair Curling,True,1,wikipedia_categories_v1
New York,NY,Wheelchair Tennis,True,1,wikipedia_categories_v1
North Carolina,NC,Athletics,False,16,wikipedia_categories_v1
North Carolina,NC,Boxing,False,4,wikipedia_categories_v1
North Carolina,NC,Para Swimming,True,4,wikipedia_categories_v1
North Carolina,NC,Shooting,False,3,wikipedia_categories_v1
North Carolina,NC,Speed Skating,False,3,wikipedia_categories_v1
North Carolina,NC,Cycling,False,2,wikipedia_categories_v1
North Carolina,NC,Equestrian,False,2,wikipedia_categories_v1
North Carolina,NC,Handball,False,2,wikipedia_categories_v1
North Carolina,NC,Para Athletics,True,2,wikipedia_categories_v1
North Carolina,NC,Soccer,False,2,wikipedia_categories_v1
North Carolina,NC,Baseball,False,1,wikipedia_categories_v1
North Carolina,NC,Bobsleigh,False,1,wikipedia_categories_v1
North Carolina,NC,Figure Skating,False,1,wikipedia_categories_v1
North Carolina,NC,Judo,False,1,wikipedia_categories_v1
North Carolina,NC,Para Judo,True,1,wikipedia_categories_v1
North Carolina,NC,Rowing,False,1,wikipedia_categories_v1
North Carolina,NC,Sailing,False,1,wikipedia_categories_v1
North Carolina,NC,Swimming,False,1,wikipedia_categories_v1
North Carolina,NC,Tennis,False,1,wikipedia_categories_v1
North Carolina,NC,Triathlon,False,1,wikipedia_categories_v1
North Carolina,NC,Wheelchair Basketball,True,1,wikipedia_categories_v1
North Dakota,ND,Athletics,False,2,wikipedia_categories_v1
North Dakota,ND,Water Polo,False,2,wikipedia_categories_v1
North Dakota,ND,Baseball,False,1,wikipedia_categories_v1
North Dakota,ND,Figure Skating,False,1,wikipedia_categories_v1
North Dakota,ND,Shooting,False,1,wikipedia_categories_v1
North Dakota,ND,Soccer,False,1,wikipedia_categories_v1
North Dakota,ND,Wrestling,False,1,wikipedia_categories_v1
Ohio,OH,Athletics,False,34,wikipedia_categories_v1
Ohio,OH,Boxing,False,19,wikipedia_categories_v1
Ohio,OH,Shooting,False,13,wikipedia_categories_v1
Ohio,OH,Rowing,False,12,wikipedia_categories_v1
Ohio,OH,Wrestling,False,8,wikipedia_categories_v1
Ohio,OH,Cycling,False,7,wikipedia_categories_v1
Ohio,OH,Fencing,False,7,wikipedia_categories_v1
Ohio,OH,Swimming,False,7,wikipedia_categories_v1
Ohio,OH,Freestyle Skiing,False,6,wikipedia_categories_v1
Ohio,OH,Archery,False,5,wikipedia_categories_v1
Ohio,OH,Figure Skating,False,4,wikipedia_categories_v1
Ohio,OH,Diving,False,3,wikipedia_categories_v1
Ohio,OH,Gymnastics,False,3,wikipedia_categories_v1
Ohio,OH,Para Athletics,True,3,wikipedia_categories_v1
Ohio,OH,Alpine Skiing,False,2,wikipedia_categories_v1
